"gene_name","trt1","trt2","untrt1","untrt2"
"RP11-844P9.4",0,0,0,0
"RP11-845C23.2",0,0,0,1
"RP11-845C23.3",0,0,0,0
"RP11-845M18.6",1,0,0,1
"RP11-845M18.7",0,0,0,1
"RP11-846C15.2",0,0,0,0
"RP11-846E15.1",0,0,0,0
"RP11-846E15.2",0,0,0,0
"RP11-846E15.3",0,0,0,0
"RP11-846E15.4",0,0,0,0
"RP11-846F4.1",0,0,0,0
"RP11-846F4.10",0,0,0,0
"RP11-846F4.11",9,16,11,13
"RP11-846F4.12",0,0,0,0
"RP11-846F4.5",0,0,0,0
"RP11-846F4.6",0,0,0,0
"RP11-846F4.9",0,0,0,0
"RP11-847H18.2",0,0,0,0
"RP11-847H18.3",0,1,0,0
"RP11-848D3.4",77,37,72,68
"RP11-848D3.5",0,0,0,0
"RP11-848G14.2",0,0,1,0
"RP11-848G14.5",0,0,0,2
"RP11-848P1.2",5,2,7,4
"RP11-848P1.3",0,1,1,0
"RP11-848P1.4",1,0,0,0
"RP11-848P1.5",3,1,4,6
"RP11-848P1.7",7,0,12,8
"RP11-848P1.9",18,27,45,54
"RP11-849F2.10",0,0,0,0
"RP11-849F2.4",0,0,0,0
"RP11-849F2.5",5,2,8,11
"RP11-849F2.7",0,0,0,2
"RP11-849F2.8",13,15,15,16
"RP11-849F2.9",4,2,12,5
"RP11-849H4.2",13,7,16,29
"RP11-849H4.4",17,20,53,39
"RP11-849I19.1",0,0,0,0
"RP11-849N15.1",3,0,7,4
"RP11-849N15.4",0,0,0,0
"RP11-84A1.1",0,0,0,0
"RP11-84A1.3",0,0,0,0
"RP11-84A14.4",3,1,0,9
"RP11-84A14.5",0,0,0,0
"RP11-84A19.2",1,0,0,0
"RP11-84A19.3",10,2,11,10
"RP11-84A19.4",4,1,1,3
"RP11-84C10.1",18,17,8,12
"RP11-84C10.2",0,0,0,0
"RP11-84C10.3",0,0,0,0
"RP11-84C10.4",1,1,0,2
"RP11-84C13.1",36,22,40,44
"RP11-84C13.2",4,5,4,6
"RP11-84D1.1",1,0,1,4
"RP11-84D1.2",0,0,0,0
"RP11-84E24.2",0,0,0,0
"RP11-84G21.1",4,3,4,5
"RP11-84H6.1",0,0,0,0
"RP11-84O12.2",0,0,0,0
"RP11-84O12.3",0,0,0,0
"RP11-84O12.4",0,0,0,0
"RP11-850F7.7",0,0,0,0
"RP11-851M3.1",0,0,0,1
"RP11-852E15.1",0,0,0,0
"RP11-854K16.2",0,0,0,0
"RP11-854K16.3",0,0,0,0
"RP11-855A2.3",0,0,1,3
"RP11-855A2.5",1,0,1,8
"RP11-855C21.1",0,0,0,0
"RP11-855O10.2",0,0,0,0
"RP11-855O10.3",0,0,0,1
"RP11-856F16.2",0,0,0,0
"RP11-856M7.1",0,0,0,0
"RP11-856M7.2",0,0,0,1
"RP11-856M7.4",0,0,0,0
"RP11-856M7.6",0,0,0,0
"RP11-856M7.7",0,0,0,0
"RP11-856M7.8",0,0,0,0
"RP11-857B24.1",1,0,0,1
"RP11-857B24.2",0,0,1,0
"RP11-857B24.3",258,182,188,256
"RP11-857B24.5",6,6,4,11
"RP11-85A1.3",4,1,5,3
"RP11-85B7.2",6,1,0,6
"RP11-85B7.4",0,0,0,0
"RP11-85D18.1",0,0,0,0
"RP11-85E16.1",0,0,0,0
"RP11-85F14.1",1,1,6,5
"RP11-85F14.5",24,15,30,38
"RP11-85G18.6",1,0,2,2
"RP11-85G20.1",0,0,0,0
"RP11-85G20.2",0,0,0,1
"RP11-85G21.1",0,0,0,0
"RP11-85G21.2",0,0,0,0
"RP11-85G21.3",4,0,0,0
"RP11-85I21.1",0,0,0,1
"RP11-85K15.2",4,2,12,7
"RP11-85L21.4",0,0,0,0
"RP11-85L21.5",0,0,0,0
"RP11-85L21.6",0,0,0,0
"RP11-85M11.2",4,0,0,1
"RP11-85O21.2",0,0,0,0
"RP11-85O21.4",0,0,0,0
"RP11-85O21.5",0,0,0,0
"RP11-860B13.1",0,0,2,0
"RP11-860B13.3",0,0,0,0
"RP11-861A13.4",0,0,0,1
"RP11-861E21.1",5,2,1,8
"RP11-861E21.2",17,38,36,67
"RP11-861E21.3",0,0,0,1
"RP11-861L17.2",0,0,0,0
"RP11-861L17.3",0,0,0,0
"RP11-862G15.1",0,0,0,0
"RP11-862G15.2",0,0,0,0
"RP11-862L9.3",0,0,1,0
"RP11-862P13.1",0,0,0,1
"RP11-863H1.1",0,0,0,0
"RP11-863K10.2",0,0,0,0
"RP11-863K10.4",203,138,234,262
"RP11-863K10.7",12,20,3,2
"RP11-863N1.4",0,0,4,2
"RP11-863P13.1",0,0,0,0
"RP11-863P13.2",0,0,0,1
"RP11-863P13.3",9,16,28,67
"RP11-863P13.4",1,2,7,19
"RP11-863P13.5",0,0,0,1
"RP11-863P13.6",0,0,0,0
"RP11-864G5.1",26,20,22,28
"RP11-864G5.3",0,0,0,0
"RP11-864G5.7",0,0,0,0
"RP11-864G5.8",0,0,0,0
"RP11-864I4.3",3,0,1,2
"RP11-864I4.4",0,0,0,1
"RP11-864J10.2",1,0,0,0
"RP11-864J10.4",1,2,6,6
"RP11-864N7.1",0,0,0,0
"RP11-864N7.2",16665,7162,17501,12896
"RP11-865I6.2",0,0,0,0
"RP11-866E20.1",11,10,20,20
"RP11-866E20.3",0,0,0,0
"RP11-867G2.5",0,0,0,1
"RP11-867G2.6",0,0,0,0
"RP11-867G2.8",0,0,0,0
"RP11-867G23.1",5,6,3,8
"RP11-867G23.10",26,8,2,2
"RP11-867G23.12",0,0,0,4
"RP11-867G23.13",15,9,5,13
"RP11-867G23.2",0,0,0,1
"RP11-867G23.3",10,7,4,12
"RP11-867G23.4",0,0,0,0
"RP11-867G23.8",12,10,17,22
"RP11-867G23.9",0,0,0,0
"RP11-867O8.5",0,0,0,2
"RP11-869B15.1",17,23,21,17
"RP11-86A5.1",0,0,0,0
"RP11-86H7.6",0,0,0,0
"RP11-86H7.7",15,14,19,29
"RP11-86K22.1",0,0,0,0
"RP11-86L19.2",0,0,0,0
"RP11-871F6.2",53,31,48,68
"RP11-871F6.3",0,0,0,0
"RP11-872D17.4",1,1,3,5
"RP11-872D17.8",0,0,0,0
"RP11-872J21.3",2,10,9,17
"RP11-873E20.1",3,8,0,1
"RP11-874G11.1",0,0,0,0
"RP11-874J12.3",0,0,0,0
"RP11-874J12.4",1,1,0,0
"RP11-875H7.1",0,0,0,0
"RP11-875H7.2",1,0,0,0
"RP11-875H7.5",0,0,0,0
"RP11-875O11.1",9,4,7,36
"RP11-875O11.2",1,1,1,0
"RP11-875O11.3",0,1,1,1
"RP11-876F14.1",0,0,0,0
"RP11-876F14.2",0,0,0,0
"RP11-876N24.1",0,0,0,0
"RP11-876N24.2",0,0,0,0
"RP11-876N24.4",6,5,12,1
"RP11-876N24.5",16,3,29,24
"RP11-879F14.1",0,0,0,0
"RP11-879F14.2",16,3,27,15
"RP11-879F14.3",0,1,0,0
"RP11-87C12.2",0,1,0,0
"RP11-87C12.5",0,0,0,0
"RP11-87E22.1",0,0,0,0
"RP11-87E22.2",0,1,0,0
"RP11-87F15.2",0,0,1,0
"RP11-87G24.3",0,0,0,0
"RP11-87G24.6",0,0,0,0
"RP11-87H9.2",5,5,10,6
"RP11-87H9.3",4,3,17,9
"RP11-87M18.2",0,0,0,0
"RP11-87N24.1",0,0,0,0
"RP11-87N24.2",0,0,0,0
"RP11-87N24.3",0,0,0,0
"RP11-87N3.6",1,0,0,9
"RP11-87O11.1",0,0,0,0
"RP11-87P13.2",0,0,0,0
"RP11-881L2.1",0,0,1,0
"RP11-881M11.1",0,0,0,1
"RP11-881M11.2",2,0,3,2
"RP11-881M11.4",0,0,0,1
"RP11-881M11.8",0,0,0,0
"RP11-882G5.1",0,0,0,0
"RP11-882I15.1",1,0,0,0
"RP11-883A18.3",1,0,0,0
"RP11-883G10.1",0,0,0,0
"RP11-883G14.1",0,0,0,0
"RP11-883G14.2",0,0,0,0
"RP11-883G14.3",0,0,0,0
"RP11-883G14.4",0,0,0,0
"RP11-884K10.6",0,0,0,1
"RP11-884K10.7",174,126,184,201
"RP11-885B4.1",0,0,0,0
"RP11-885B4.2",1,0,5,5
"RP11-885L14.1",230,196,215,345
"RP11-885N19.6",0,0,2,1
"RP11-886D15.1",0,0,0,0
"RP11-886H22.1",0,0,0,0
"RP11-886P16.6",0,0,0,2
"RP11-887P2.3",85,26,123,180
"RP11-887P2.5",0,1,0,1
"RP11-887P2.6",1,0,1,0
"RP11-888D10.3",46,23,57,52
"RP11-888D10.4",40,19,38,38
"RP11-889D3.1",0,0,0,0
"RP11-889D3.2",0,0,0,0
"RP11-889L3.1",14892,7620,15592,16623
"RP11-889L3.4",34,21,38,24
"RP11-88E18.1",0,0,0,0
"RP11-88H10.2",0,0,0,0
"RP11-88H10.3",0,0,0,0
"RP11-88H12.2",5,1,0,0
"RP11-88H9.2",7,7,16,2
"RP11-88I18.2",0,1,0,1
"RP11-88I18.3",0,0,0,2
"RP11-88I21.1",0,0,0,0
"RP11-88I21.2",0,0,0,0
"RP11-88L24.4",1,0,0,0
"RP11-890B15.2",70,16,2,1
"RP11-890B15.3",732,555,608,625
"RP11-893F2.13",0,0,0,1
"RP11-893F2.14",0,0,0,0
"RP11-893F2.15",0,0,0,0
"RP11-893F2.5",2,0,2,4
"RP11-893F2.6",0,0,0,1
"RP11-893F2.9",28,18,30,32
"RP11-894J14.5",4,4,6,8
"RP11-894P9.1",243,170,267,197
"RP11-894P9.2",1,1,2,1
"RP11-895K13.2",0,0,0,0
"RP11-895M11.2",2,6,2,0
"RP11-895M11.3",0,0,0,0
"RP11-896J10.3",0,0,0,0
"RP11-897M7.1",0,0,0,0
"RP11-899L11.1",0,0,0,0
"RP11-899L11.3",0,0,0,0
"RP11-89A16.1",0,0,0,0
"RP11-89B16.1",15,11,6,9
"RP11-89B16.2",15,11,23,11
"RP11-89C3.2",0,0,0,0
"RP11-89C3.3",1,6,2,10
"RP11-89C3.4",13,19,37,85
"RP11-89F17.5",0,0,0,0
"RP11-89F3.2",0,0,0,0
"RP11-89H19.1",0,0,0,0
"RP11-89K10.1",0,0,0,0
"RP11-89K10.2",0,1,0,1
"RP11-89K11.1",15,20,34,7
"RP11-89K18.1",0,0,0,0
"RP11-89K21.1",0,0,0,0
"RP11-89K22.1",0,0,0,0
"RP11-89M16.1",0,0,1,1
"RP11-89M20.1",0,0,0,0
"RP11-89M20.2",0,0,0,0
"RP11-89M22.3",0,0,0,0
"RP11-89N17.1",1,0,0,1
"RP11-89N17.2",0,1,0,0
"RP11-89N17.3",0,0,0,0
"RP11-89N17.4",0,0,1,1
"RP11-8H2.1",203,135,167,148
"RP11-8J23.1",0,0,0,0
"RP11-8J9.1",1,0,0,1
"RP11-8J9.5",13,9,14,21
"RP11-8L18.2",0,0,0,0
"RP11-8L18.3",0,0,0,0
"RP11-8L2.1",0,0,0,1
"RP11-8L21.1",0,0,0,0
"RP11-8L8.1",0,0,0,0
"RP11-8L8.2",0,0,0,0
"RP11-8P11.3",0,0,0,0
"RP11-8P13.1",0,0,0,0
"RP11-902B17.1",0,1,1,0
"RP11-903H12.3",1,2,0,0
"RP11-903H12.4",0,0,0,0
"RP11-905K4.1",0,0,0,0
"RP11-907D1.1",0,0,0,0
"RP11-907D1.2",0,0,0,0
"RP11-909B2.1",0,0,0,0
"RP11-909M7.3",5,6,7,9
"RP11-909N17.2",0,0,0,2
"RP11-909N17.3",1,0,0,0
"RP11-90B22.1",0,4,0,0
"RP11-90B9.2",1,2,2,0
"RP11-90C1.1",1,0,0,1
"RP11-90C4.1",4,8,3,1
"RP11-90C4.2",0,0,0,0
"RP11-90C4.3",0,0,0,0
"RP11-90D11.1",0,0,0,0
"RP11-90D4.3",0,0,0,0
"RP11-90E5.1",0,0,0,0
"RP11-90E9.1",35,19,23,28
"RP11-90H3.1",1130,887,1400,1704
"RP11-90H3.2",157,115,160,126
"RP11-90J7.2",1,0,0,0
"RP11-90J7.4",1,0,1,2
"RP11-90K17.2",0,0,0,0
"RP11-90K18.1",0,0,0,0
"RP11-90K6.1",0,0,0,0
"RP11-90L20.2",3,4,1,1
"RP11-90O23.1",40,50,57,87
"RP11-90P13.1",0,0,0,0
"RP11-90P16.1",0,0,0,0
"RP11-90P16.2",0,0,0,0
"RP11-90P5.1",0,0,0,0
"RP11-90P5.2",0,0,0,0
"RP11-90P5.4",0,0,0,0
"RP11-90P5.5",1,0,0,0
"RP11-90P5.7",0,1,0,1
"RP11-916L7.1",0,0,0,0
"RP11-91A15.1",0,0,0,0
"RP11-91A15.2",0,0,0,0
"RP11-91A18.1",0,0,0,0
"RP11-91A18.4",1,0,0,0
"RP11-91G21.1",0,0,0,0
"RP11-91H12.3",0,0,0,0
"RP11-91H12.4",0,0,0,0
"RP11-91I11.1",0,0,0,0
"RP11-91I20.1",0,0,0,0
"RP11-91I20.2",0,0,0,0
"RP11-91I20.3",0,0,0,0
"RP11-91I20.4",0,0,0,0
"RP11-91I8.1",0,0,0,0
"RP11-91I8.3",10,3,7,5
"RP11-91J19.3",8,8,5,10
"RP11-91J19.4",139,125,146,148
"RP11-91J3.1",19,4,11,17
"RP11-91J3.2",0,0,0,0
"RP11-91J3.3",0,0,0,0
"RP11-91K11.2",0,0,0,0
"RP11-91K8.2",24,12,16,9
"RP11-91K8.4",11,9,11,32
"RP11-91K8.5",0,1,1,2
"RP11-91K9.1",33,77,24,70
"RP11-91N2.3",0,0,0,0
"RP11-91P17.1",0,0,0,0
"RP11-91P24.1",0,1,0,3
"RP11-91P24.3",0,0,0,1
"RP11-91P24.5",1,0,3,5
"RP11-91P24.6",1,1,6,7
"RP11-91P24.7",0,1,4,1
"RP11-923I11.3",0,0,0,0
"RP11-923I11.4",0,0,0,0
"RP11-923I11.5",0,0,0,0
"RP11-923I11.6",4,17,8,22
"RP11-923I11.7",0,2,1,9
"RP11-925D8.1",0,0,0,0
"RP11-925D8.2",0,0,0,0
"RP11-925D8.3",0,0,0,0
"RP11-925D8.5",0,0,0,0
"RP11-925D8.6",0,0,0,0
"RP11-927P21.1",9,0,8,2
"RP11-927P21.11",1,0,0,0
"RP11-927P21.12",0,0,0,0
"RP11-927P21.2",0,0,2,2
"RP11-927P21.4",16,4,11,5
"RP11-927P21.5",0,0,0,0
"RP11-927P21.6",0,0,0,0
"RP11-927P21.7",0,0,0,0
"RP11-927P21.8",0,0,0,0
"RP11-927P21.9",0,0,0,0
"RP11-928F19.2",0,0,0,0
"RP11-928F19.3",0,0,0,0
"RP11-928F19.5",0,0,0,0
"RP11-92A5.2",0,0,0,0
"RP11-92B11.3",0,1,0,1
"RP11-92B11.4",0,0,0,0
"RP11-92C4.3",0,1,10,11
"RP11-92C4.4",0,0,0,2
"RP11-92C4.6",1,0,0,1
"RP11-92G12.3",6,0,1,2
"RP11-92G19.2",0,0,0,0
"RP11-92K15.1",0,0,0,0
"RP11-92K15.3",0,0,0,0
"RP11-930O11.1",0,0,0,0
"RP11-930O11.2",0,0,0,1
"RP11-930P14.1",0,0,0,0
"RP11-930P14.2",11,23,19,32
"RP11-932A10.1",0,0,0,0
"RP11-932O9.10",1,3,1,2
"RP11-932O9.3",0,0,0,0
"RP11-932O9.4",0,0,0,0
"RP11-932O9.7",0,2,0,4
"RP11-932O9.8",0,0,0,0
"RP11-932O9.9",0,2,2,1
"RP11-933H2.4",7,2,3,6
"RP11-934B9.3",0,0,0,0
"RP11-936I5.1",2,1,0,1
"RP11-939C17.4",1,0,0,0
"RP11-93B14.4",0,0,0,0
"RP11-93B14.5",0,0,0,0
"RP11-93B14.6",3,1,4,7
"RP11-93B21.1",0,0,0,0
"RP11-93H10.1",0,0,1,0
"RP11-93H12.2",1,0,0,0
"RP11-93H12.3",0,0,0,0
"RP11-93H12.4",0,0,0,0
"RP11-93I21.2",0,0,0,0
"RP11-93I21.3",1,1,0,1
"RP11-93K22.1",0,0,0,0
"RP11-93K22.13",1,0,1,0
"RP11-93K22.14",0,0,0,0
"RP11-93K22.6",0,1,0,0
"RP11-93K22.7",0,0,0,0
"RP11-93K7.1",0,0,0,0
"RP11-93L14.1",0,0,0,0
"RP11-93M12.1",0,0,0,0
"RP11-93N20.1",0,0,0,0
"RP11-93O14.1",0,0,0,1
"RP11-93O14.2",2,0,4,7
"RP11-93O17.1",0,0,0,0
"RP11-93O17.2",0,0,0,0
"RP11-93P10.2",0,0,0,0
"RP11-93P10.3",0,0,0,0
"RP11-941H19.1",1,0,0,0
"RP11-941H19.2",2,2,2,10
"RP11-941H19.3",0,0,0,0
"RP11-944C7.1",0,0,0,0
"RP11-944L7.4",5,5,2,2
"RP11-944L7.5",0,0,0,0
"RP11-945A11.1",0,0,0,0
"RP11-945A11.2",0,0,0,0
"RP11-945C19.1",0,0,0,0
"RP11-945C19.4",0,0,0,0
"RP11-945F5.1",0,0,0,0
"RP11-946L16.1",0,0,0,0
"RP11-946L20.1",0,0,0,0
"RP11-946L20.2",0,0,0,0
"RP11-946L20.4",0,0,0,0
"RP11-94A24.1",2,1,3,6
"RP11-94B19.1",0,0,0,0
"RP11-94B19.2",1,0,0,0
"RP11-94B19.3",0,0,0,0
"RP11-94B19.4",0,0,0,0
"RP11-94B19.5",0,0,0,0
"RP11-94B19.6",1,0,0,0
"RP11-94B19.7",1,0,1,0
"RP11-94C24.11",0,0,0,0
"RP11-94C24.6",4,0,1,0
"RP11-94C24.8",2,1,8,10
"RP11-94D20.1",0,0,0,0
"RP11-94H18.1",0,0,1,1
"RP11-94H18.2",0,0,0,0
"RP11-94H6.1",0,0,0,0
"RP11-94I2.1",0,0,0,0
"RP11-94I2.4",0,0,0,0
"RP11-94L15.2",1,0,1,1
"RP11-94M14.2",0,0,0,0
"RP11-94M14.3",0,0,0,0
"RP11-94P11.3",0,0,0,0
"RP11-94P11.4",0,0,0,0
"RP11-94P14.1",0,0,0,0
"RP11-950C14.3",3,2,3,5
"RP11-950C14.7",0,0,0,0
"RP11-950K24.2",1,0,0,0
"RP11-953B20.1",0,0,0,0
"RP11-953B20.2",0,0,0,0
"RP11-955H22.1",0,0,0,1
"RP11-955H22.2",0,0,0,0
"RP11-955H22.3",0,0,0,2
"RP11-955H22.4",0,0,0,0
"RP11-956A19.1",5,7,5,9
"RP11-956E11.1",0,0,0,0
"RP11-956J14.1",0,0,0,0
"RP11-956J14.2",0,0,0,0
"RP11-958F21.1",5,1,18,19
"RP11-958F21.3",0,0,0,0
"RP11-958J22.1",0,0,0,0
"RP11-958J22.2",0,0,0,0
"RP11-958J22.3",0,0,0,0
"RP11-958N24.1",106,49,95,90
"RP11-958N24.2",23,5,21,9
"RP11-959F10.4",0,0,0,0
"RP11-959F10.5",0,0,0,0
"RP11-959F10.6",0,0,0,0
"RP11-959I15.1",3,1,3,0
"RP11-959I15.4",0,0,0,0
"RP11-95D17.1",159,120,213,123
"RP11-95G17.2",0,0,0,0
"RP11-95H11.1",1,0,0,0
"RP11-95H3.1",1,0,2,2
"RP11-95H8.5",0,0,0,0
"RP11-95I16.2",0,0,0,0
"RP11-95I16.4",6,18,15,26
"RP11-95I19.1",0,0,0,0
"RP11-95I19.2",0,0,0,0
"RP11-95J11.1",1,0,0,0
"RP11-95K23.3",0,0,0,0
"RP11-95K23.5",0,0,0,0
"RP11-95K23.6",0,0,0,0
"RP11-95K23.7",0,0,0,0
"RP11-95L3.2",0,0,0,0
"RP11-95M15.1",0,0,0,0
"RP11-95M15.2",58,92,100,105
"RP11-95M5.1",0,0,0,0
"RP11-95O2.1",1,0,0,1
"RP11-95O2.5",3,0,0,3
"RP11-95P13.1",1,1,8,9
"RP11-95P13.2",0,0,0,0
"RP11-95P2.1",12,16,25,53
"RP11-95P2.3",1,5,2,4
"RP11-95P2.4",0,0,0,0
"RP11-95P9.1",0,0,0,0
"RP11-960B9.2",0,0,0,0
"RP11-960D24.1",0,0,0,0
"RP11-960H2.1",0,0,1,0
"RP11-960H2.2",0,0,0,0
"RP11-960L18.1",0,0,0,0
"RP11-961A15.1",0,0,0,0
"RP11-962G15.1",0,0,0,0
"RP11-963H1.1",163,104,163,168
"RP11-963H4.2",0,0,1,1
"RP11-963H4.3",0,0,0,4
"RP11-963H4.5",0,0,1,0
"RP11-964E11.2",0,0,0,0
"RP11-966I7.1",0,0,1,0
"RP11-966I7.2",0,0,0,0
"RP11-966I7.3",0,0,0,0
"RP11-967K21.1",17,21,19,20
"RP11-967K21.2",0,0,0,0
"RP11-968A15.2",4,2,2,10
"RP11-968A15.8",0,1,1,0
"RP11-968O1.5",6,11,15,11
"RP11-96A1.4",0,0,0,0
"RP11-96A1.5",0,0,1,0
"RP11-96B2.1",0,0,0,0
"RP11-96B5.3",1,1,4,0
"RP11-96B5.4",0,0,0,0
"RP11-96C21.1",0,0,0,0
"RP11-96C23.10",0,0,0,0
"RP11-96C23.11",0,0,0,0
"RP11-96C23.12",0,0,0,0
"RP11-96C23.14",0,0,3,0
"RP11-96C23.15",0,0,0,0
"RP11-96C23.5",0,0,1,3
"RP11-96C23.9",1,0,0,0
"RP11-96D1.10",1,0,2,1
"RP11-96D1.11",0,0,0,0
"RP11-96D1.3",4,0,2,2
"RP11-96D1.5",0,0,0,0
"RP11-96D1.6",0,0,0,1
"RP11-96D1.7",1,0,1,2
"RP11-96D1.9",0,0,0,0
"RP11-96D24.1",0,0,0,0
"RP11-96F8.1",0,0,0,0
"RP11-96G10.1",0,0,0,0
"RP11-96H17.1",0,0,0,0
"RP11-96H17.3",0,0,0,0
"RP11-96H19.1",10,25,25,22
"RP11-96J15.1",0,0,0,0
"RP11-96J15.2",0,0,0,0
"RP11-96J19.1",12,4,11,2
"RP11-96J19.4",0,0,0,0
"RP11-96K14.1",0,0,0,0
"RP11-96K19.2",4,8,2,11
"RP11-96K19.4",2,2,1,3
"RP11-96K19.5",0,1,0,2
"RP11-96L14.7",0,0,2,0
"RP11-96L7.2",0,0,0,0
"RP11-96O20.2",0,1,0,0
"RP11-96O20.4",0,0,0,0
"RP11-96P7.1",0,0,0,0
"RP11-972K6.1",0,0,0,0
"RP11-972L6.2",0,0,0,0
"RP11-972P1.8",0,0,0,1
"RP11-973D8.4",0,0,0,0
"RP11-973F15.2",0,0,1,13
"RP11-973H7.1",0,0,2,0
"RP11-973H7.3",9,2,8,7
"RP11-973H7.4",0,0,0,0
"RP11-973H7.5",0,0,0,0
"RP11-973N13.2",3,2,10,8
"RP11-973N13.3",0,0,0,0
"RP11-973N13.4",3,6,20,13
"RP11-973N13.5",0,0,0,0
"RP11-974F13.1",0,0,0,0
"RP11-974F13.5",0,0,0,0
"RP11-977B10.2",1,2,5,8
"RP11-977G19.10",0,0,0,0
"RP11-977G19.11",4,1,7,9
"RP11-977G19.12",2,1,5,5
"RP11-977G19.14",0,0,1,1
"RP11-977G19.5",64,66,79,104
"RP11-977P2.1",0,0,0,0
"RP11-978I15.10",0,0,0,0
"RP11-97C16.1",36,30,31,30
"RP11-97C18.1",4,6,7,7
"RP11-97E7.1",0,0,0,0
"RP11-97E7.2",0,0,0,0
"RP11-97F8.1",0,0,0,0
"RP11-97I14.1",0,0,0,0
"RP11-97N10.1",0,0,0,0
"RP11-97N19.2",0,0,0,0
"RP11-97N5.2",0,0,0,0
"RP11-97O12.2",1,0,1,2
"RP11-97O12.3",0,0,0,0
"RP11-97O12.6",5,10,9,36
"RP11-97O12.7",1,0,1,4
"RP11-981G7.1",2,1,0,0
"RP11-981G7.2",0,0,3,0
"RP11-981G7.3",0,0,0,1
"RP11-981G7.6",1,6,4,7
"RP11-981P6.1",3,6,2,4
"RP11-982M15.2",0,0,0,0
"RP11-982M15.5",0,0,0,0
"RP11-982M15.6",14,11,31,24
"RP11-982M15.7",0,0,0,0
"RP11-982M15.8",0,1,1,5
"RP11-983C2.1",0,0,0,0
"RP11-983C2.2",0,0,0,0
"RP11-983C2.3",0,0,0,0
"RP11-983P16.2",2,0,0,0
"RP11-983P16.4",112,156,113,302
"RP11-986E7.2",0,0,0,0
"RP11-986E7.7",57,35,1,6
"RP11-986G18.1",1,4,0,0
"RP11-989E6.1",0,0,0,0
"RP11-989E6.10",0,0,0,0
"RP11-989E6.11",0,0,0,0
"RP11-989E6.2",0,0,0,0
"RP11-989E6.3",0,0,0,0
"RP11-989E6.8",0,0,0,0
"RP11-989F5.1",1,14,0,29
"RP11-989F5.3",0,12,1,21
"RP11-98C1.1",0,0,1,0
"RP11-98C1.2",3,0,0,0
"RP11-98C8.1",0,0,0,0
"RP11-98D18.1",0,0,0,0
"RP11-98D18.15",0,0,0,0
"RP11-98D18.16",0,1,2,0
"RP11-98D18.17",0,0,0,0
"RP11-98D18.2",0,0,0,0
"RP11-98D18.3",0,5,0,1
"RP11-98D18.7",0,0,0,0
"RP11-98D18.9",0,2,1,2
"RP11-98E6.1",0,0,0,0
"RP11-98F14.11",0,0,0,1
"RP11-98G13.1",0,0,0,0
"RP11-98G7.1",0,0,0,0
"RP11-98H4.1",0,0,0,0
"RP11-98H4.4",0,0,0,0
"RP11-98I9.4",51,77,68,119
"RP11-98J23.1",0,0,0,0
"RP11-98J23.2",0,0,0,0
"RP11-98J9.1",0,0,0,0
"RP11-98J9.2",0,0,0,0
"RP11-98J9.3",0,0,0,0
"RP11-98L12.2",0,0,0,0
"RP11-98L4.1",352,246,437,469
"RP11-98L5.2",0,0,0,0
"RP11-98L5.4",0,0,0,0
"RP11-98L5.5",0,0,0,0
"RP11-98N22.6",0,0,0,0
"RP11-98O2.1",1,1,0,0
"RP11-98P2.1",0,0,0,1
"RP11-991C1.1",0,0,0,0
"RP11-991C1.2",0,0,0,0
"RP11-993B23.1",0,0,0,0
"RP11-993B23.3",0,1,3,1
"RP11-995C19.2",0,0,0,0
"RP11-996F15.2",9,27,14,28
"RP11-998D10.1",0,0,0,0
"RP11-998D10.4",0,0,0,0
"RP11-998D10.5",1,1,0,2
"RP11-998D10.7",0,0,0,0
"RP11-999E24.3",6,5,22,1
"RP11-99A1.2",0,0,0,0
"RP11-99A14.1",0,0,3,1
"RP11-99C10.1",0,0,0,0
"RP11-99E15.2",0,0,0,1
"RP11-99E15.3",0,0,0,0
"RP11-99H20.1",0,0,0,0
"RP11-99H8.1",0,0,0,0
"RP11-99I9.2",0,0,0,0
"RP11-99J16__A.2",0,0,0,1
"RP11-99L13.1",0,0,0,0
"RP11-99L13.2",0,0,0,0
"RP11-9B6.1",0,0,0,0
"RP11-9D8.1",0,0,0,0
"RP11-9E13.4",0,0,0,2
"RP11-9G1.3",1,1,3,3
"RP11-9G10.1",0,0,0,0
"RP11-9L18.2",2717,2036,2517,3192
"RP11-9L18.3",0,0,0,0
"RP11-9M16.2",1,1,1,7
"RP11-9M16.3",3,0,4,3
"RP11-9N20.3",2,5,0,6
"RP13-100A9.2",4,0,8,15
"RP13-100B2.4",0,0,0,0
"RP13-1016M1.2",0,0,0,0
"RP13-1032I1.7",45,26,22,48
"RP13-1039J1.2",0,0,0,0
"RP13-1039J1.3",0,0,0,0
"RP13-1039J1.4",0,0,0,0
"RP13-104F24.1",0,0,0,0
"RP13-104F24.3",517,396,533,640
"RP13-1056D16.2",5,3,1,1
"RP13-122B23.8",0,0,0,1
"RP13-122B23.9",2,0,0,0
"RP13-126C7.1",0,0,0,0
"RP13-128O4.3",0,0,0,0
"RP13-130D24.1",0,0,0,0
"RP13-131K19.1",0,4,0,0
"RP13-131K19.2",1,2,0,3
"RP13-131K19.6",2,7,5,3
"RP13-131K19.7",0,0,0,0
"RP13-13A3.1",25,14,33,34
"RP13-140E4.1",96,62,102,136
"RP13-143G15.3",1,1,5,0
"RP13-143G15.4",1,0,0,2
"RP13-146A14.1",0,0,0,0
"RP13-147D17.1",20,20,17,18
"RP13-150K15.1",119,46,91,80
